Clave,Descripción,Principio Activo,Laboratorio,IVA,SKU,PRECIO,Categoria
LF-138,CINEPRAC TAB. 200 MG. CAJA C/20,TRIMEBUTINA,LIFERPAL,N,7501836002969,$52.75,
LF-138,CINEPRAC TAB. 200 MG. CAJA C/20,TRIMEBUTINA,LIFERPAL,N,7501836002969,$52.75,
LF-147,CONTRAXEN CAP. 250/200 MG. CAJA C/30,NAPROXENO-CARISOPRODOL,LIFERPAL,N,7501836003140,$96.77,Combinados
LF-151,DINAMEL TAB. 500 MG. CAJA C/30,METFORMINA,LIFERPAL,N,7501836003256,$26.66,Diabetes
LF-156,VIRESTAT CMA. CAJA C/TUBO C/5 G.,ACICLOVIR,LIFERPAL,N,7501836003294,$25.87,Antivirales
LF-163,DUALGOS TAB. 325/200 MG. CAJA C/20,PARACETAMOL-IBUPROFENO,LIFERPAL,N,7501836009661,$38.42,Combinados
LF-164,REALDRAX TAB. 400 MG. CAJA C/10,IBUPROFENO,LIFERPAL,N,7501836000668,$13.10,Analgésicos / AINEs
LF-20,ERITROLAT SUSP. 125 MG. CAJA C/FCO. C/60 ML.,ERITROMICINA,LIFERPAL,N,7501836000194,$40.32,
LF-26,LEBROCETIN CAPS. 250 MG. CAJA C/12,CLORANFENICOL,LIFERPAL,N,7501836000255,$39.76,
LF-54,TINIAZOL CMA. CAJA C/TUBO C/30 G.,KETOCONAZOL,LIFERPAL,N,7501836000514,$28.90,Antifúngicos
LF-58,ULGEL SUSP. FCO. C/240 ML.,ALUMINIO-MAGNESIO-DIMETICONA,LIFERPAL,N,7501836005526,$38.86,Combinados
LF-61,ULGEL SUSP.  SABOR MENTA FCO. C/360 ML.,ALUMINIO-MAGNESIO-DIMETICONA,LIFERPAL,N,7501836009531,$52.64,Combinados
LF-66,BIFARDOL T TAB. 300/275 MG. CAJA C/10,PARACETAMOL-NAPROXENO,LIFERPAL,N,7501836000729,$33.38,Combinados
LF-72,REUTRICAM CMA . CAJA C/TUBO C/30 G.,PIROXICAM,LIFERPAL,N,7501836000675,$25.76,
LF-79,ARGENTAL CMA. CAJA C/TUBO C/28 G.,SULFADIAZINA DE PLATA,LIFERPAL,N,7501836000828,$45.14,
LF-79,ARGENTAL CMA. CAJA C/TUBO C/28 G.,SULFADIAZINA DE PLATA,LIFERPAL,N,7501836000828,$45.14,
LF-91,TINIAZOL SHAMPOO 2% CAJA C/FCO. C/120 ML.,KETOCONAZOL,LIFERPAL,N,7501836000927,$54.54,Antifúngicos
LF-99,BECTOSAN JBE. CAJA C/FCO. C/120 ML.,DEXTROMETORFANO-GUAIFENESINA,LIFERPAL,N,7501836000101,$32.59,Combinados
LF-99,BECTOSAN JBE. CAJA C/FCO. C/120 ML.,DEXTROMETORFANO-GUAIFENESINA,LIFERPAL,N,7501836000101,$32.59,Combinados
LO-04,EPICOL ZERO ADULTO SOL. CAJA C/FCO. C/240 ML.,EUCALIPTO-GORDOLOBO-TOMILLO-SAUCO-PROPOLEO-EQUINACEA PURPUREA-BALSAMO DE TOLÚ-VITAMINA C.,LOREN,Y,637420144085,$67.24,Combinados
LO-05,EPICOL ZERO INFANTIL SOL. C/FCO. C/120 ML.,EUCALIPTO-GORDOLOBO-TOMILLO-SAUCO-PROPOLEO-EQUINACEA-BALSAMO DE TOLU-VITAMINA C.,LOREN,Y,637420140872,$46.33,Combinados
LO-07,EPICOL ADULTO JBE. CAJA C/FCO. C/120 ML.,DEXTROMETORFANO-GUAIFENESINA-JARABE DE TOLU,LOREN,N,637420440835,$42.45,Combinados
LO-08,EPICOL SOL. INFANTIL CAJA C/FCO. C/120 ML.,DEXTROMETORFANO-GUAIFENESINA-JARABE DE TOLU,LOREN,N,637420440828,$40.21,Combinados
LO-08,EPICOL SOL. INFANTIL CAJA C/FCO. C/120 ML.,DEXTROMETORFANO-GUAIFENESINA-JARABE DE TOLU,LOREN,N,637420440828,$40.21,Combinados
LO-15,SOLVIN SOLUCION ESPUMA SOL. FCO. C/120 ML.,YODOPOVIDONA,LOREN,Y,637420200811,$55.71,
LO-19,KODAKON SOL. GTS. OFTAL. CAJA C/FCO. C/5 ML.,DEXAMETASONA-NEOMICINA,LOREN,N,637420720371,$34.38,Combinados
LO-27,OTOLONE SOL. OTICA CAJA C/FCO. C/5 ML.,HIDROCORTISONA-CLORANFENICOL-BENZOCAINA,LOREN,N,637420720326,$33.15,Combinados
LO-56,KARIM KIDD JBE. CAJA C/FCO C/240 ML. SABOR NARANJA,VITAMINAS-MINERALES-ACEITE DE SALMON-L-LISINA,LOREN,Y,637420410906,$69.83,Combinados
LO-57,CONEVIT C/HIERRO SOL. CAJA C/FCO. C/240 ML.,VITAMINAS-MINERALES,LOREN,Y,637420410999,$44.18,Combinados
LO-67,EPICOL SOL. GTS. CAJA C/FCO. C/60 ML.,DEXTROMETORFANO-GUAIFENEISINA,LOREN,N,637420740706,$37.97,Combinados
LO-68,FERLOR A.F. TAB. CAJA C/30,HIERRO-ACIDO FOLICO,LOREN,Y,637420602004,$50.85,Combinados
LO-70,SOLVIN SOL. ANTISEPTICA CAJA C/FCO. C/120 ML.,YODOPOVIDONA,LOREN,Y,637420200897,$50.29,
LO-71,SOLVIN SOLUCION BUCOFARINGEA SOL. BUCOF. CAJA C/FCO. C/120 ML.,YODOPOVIDONA,LOREN,Y,637420200804,$47.57,
LO-74,SOLIFOL TAB. 180 MG. FCO. C/90,LECITINA DE SOYA-VITAMINA E-ACIDO FOLICO-VITAMINA D3,SOLAR,Y,637420612560,$14.80,Combinados
LO-75,CALAZIN SUSP. TOPICA FCO. C/180 ML.,CALAMINA,SOLAR,Y,637420223803,$56.84,
LO-75,CALAZIN SUSP. TOPICA FCO. C/180 ML.,CALAMINA,SOLAR,Y,637420223803,$56.84,
LO-75,CALAZIN SUSP. TOPICA FCO. C/180 ML.,CALAMINA,SOLAR,Y,637420223803,$56.84,
LO-77,FERLOR A.F. TAB.  CAJA FCO. C/60,HIERRO-ACIDO FOLICO,SOLAR,Y,637420612607,$57.18,Combinados
LO-77,FERLOR A.F. TAB.  CAJA FCO. C/60,HIERRO-ACIDO FOLICO,SOLAR,Y,637420612607,$57.18,Combinados
LS-02,SEBRYL SHAMPOO CMA. FCO. C/150 G.,ALANTOINA-ALQUITRAN DE HULLA-CLIOQUINOL,SILANES,N,7501101649653,$423.81,Combinados
LS-07,CAPTRAL TAB. 25 MG. CAJA C/30 1+1,CAPTOPRIL,SILANES,N,7501101640049,$383.26,Antihipertensivos
LS-08,CAPTRAL TAB. 50 MG. CAJA C/30 1+1,CAPTOPRIL,SILANES,N,7501101600227,$418.66,Antihipertensivos
LS-12,DOLO-TIAMINAL CAP. CAJA C/24,COMPLEJO B-METAMIZOL,SILANES,N,7501101627507,$342.61,Combinados
LS-13,DOLO-TIAMINAL INY. C/3 AMP. C/2 ML. Y 3 AMP. C/1 ML.,COMPLEJO B-METAMIZOL,SILANES,N,7501101601279,$373.52,Combinados
LS-21,FOLIVITAL TAB. 0.4 MG. FCO. C/90,ACIDO FOLICO,SILANES,N,75016951,$157.36,
LS-21,FOLIVITAL TAB. 0.4 MG. FCO. C/90,ACIDO FOLICO,SILANES,N,75016951,$157.36,
LS-22,FOLIVITAL TAB. 4 MG. CAJA C/90,ACIDO FOLICO,SILANES,N,7501101633348,$281.12,
LS-22,FOLIVITAL TAB. 4 MG. CAJA C/90,ACIDO FOLICO,SILANES,N,7501101633348,$281.12,
LS-23,FOLIVITAL TAB. 400 MCG. FCO. C/30,ACIDO FOLICO,SILANES,N,75024659,$51.18,
LS-27,K-ASMAL TAB. 1 MG. CAJA C/30,KETOTIFENO,SILANES,N,7501101610004,$651.17,
LS-28,K-ASMAL SOLUCION  FCO. C/120 ML Y DOSIFICADOR,KETOTIFENO,SILANES,N,7501101611001,$469.28,
LS-29,K-ASMAL JARABE  FCO. C/120 ML Y DOSIFICADR,KETOTIFENO,SILANES,N,7501101622229,$469.28,
LS-32,MALIVAL CAP. 25 MG. CAJA C/30,INDOMETACINA,SILANES,N,7501101614026,$189.95,
LS-35,MELOSTERAL TAB. 15 MG. CAJA C/10,MELOXICAM,SILANES,N,7501101649332,$422.24,
LS-39,NORBORAL TAB. 5 MG. CAJA C/50,GLIBENCLAMIDA,SILANES,N,7501101615054,$131.49,Diabetes
LS-43,"PREDIAL TAB. 1,000 MG. CAJA C/40",METFORMINA,SILANES,N,7501101623349,$426.61,Diabetes
LS-50,SUFISAL TAB. L.P. 400 MG. CAJA C/30,PENTOXIFILINA,SILANES,N,7501101600265,$443.30,
LS-51,TIAMIDEXAL INY. C/3 FCOS. AMP. C/2 ML Y 3 AMP. C/1 ML.,COMPLEJO B-DEXAMETASONA,SILANES,N,7501101620027,$498.51,Combinados
LS-52,"TIAMINAL B12 50,000 INY. FCO. AMP. C/10 ML. Y 5 JERINGAS",COMPLEJO B-LIDOCAINA,SILANES,N,7501101623769,$426.94,Combinados
LS-53,TIAMINAL B12 TRIVALENTE AP INY. C/3 AMP.C/2ML Y 3 JER,COMPLEJO B,SILANES,N,7501101624636,$386.51,Vitaminas y Suplementos
LS-54,TIAMINAL B12 TRIVALENTE A.P. CAP. CAJA C/30,COMPLEJO B,SILANES,N,7501101627224,$377.89,Vitaminas y Suplementos
LS-56,VERTISAL CAP. 400 MG. CAJA C/40,METRONIDAZOL,SILANES,N,7501101609268,$241.92,Antiparasitarios
LS-58,VERTISAL SUSP. 125 MG. FCO. C/180 ML.,METRONIDAZOL,SILANES,N,7501101620355,$191.63,Antiparasitarios
LS-59,VERTISAL SUSP. 250 MG. FCO. C/180 ML.,METRONIDAZOL,SILANES,N,7501101620386,$267.90,Antiparasitarios
LS-62,SIL-NORBORAL TAB. 500/2.5 MG. CAJA C/40,METFORMINA-GLIBENCLAMIDA,SILANES,N,7501101643286,$295.57,Combinados
LS-63,SIL-NORBORAL TAB. 500/5 MG. CAJA C/40,METFORMINA-GLIBENCLAMIDA,SILANES,N,7501101642234,$365.34,Combinados
LS-64,METDUAL TAB. 1000/10 MG. CAJA C/30,METFORMINA-GLIPIZIDA,SILANES,N,7501101660962,$547.23,Combinados
LS-66,SIL-NORBORAL TAB. 1000/5 MG. CAJA C/40,METFORMINA-GLIBENCLAMIDA,SILANES,N,7501101643217,$699.89,Combinados
LS-67,PREDIAL TAB. 500 MG. C/60,METFORMINA,SILANES,N,7501101611506,$474.10,Diabetes
LS-68,PREDIAL TAB. 850 MG. C/60,METFORMINA,SILANES,N,7501101602030,$755.44,Diabetes
LT-02,MICRORGAN TAB. 500 MG. CAJA C/8,CIPROFLOXACINO,LIOMONT,N,7501299306444,$313.26,Antibióticos
LT-03,MUCOVIBROL SOL. 300 MG. CAJA C/FCO. C/120 ML.,AMBROXOL,LIOMONT,N,7501299301159,$112.00,Expectorantes / Mucolíticos
LT-03,MUCOVIBROL SOL. 300 MG. CAJA C/FCO. C/120 ML.,AMBROXOL,LIOMONT,N,7501299301159,$112.00,Expectorantes / Mucolíticos
LT-04,MUCOVIBROL SOL. GOTAS CAJA C/FCO. GOTERO C/30 ML.,AMBROXOL,LIOMONT,N,7501299301142,$109.09,Expectorantes / Mucolíticos
LT-04,MUCOVIBROL SOL. GOTAS CAJA C/FCO. GOTERO C/30 ML.,AMBROXOL,LIOMONT,N,7501299301142,$109.09,Expectorantes / Mucolíticos
LT-07,BRONCOMED JBE. CAJA C/FCO. C/120 ML.,DEXTROMETORFANO-GUAIFENESINA,LIOMONT,N,7501299301357,$95.54,Combinados
LT-101,EVOCS III INY. I.V. 500 MG. CAJA C/MINIBAG C/100 ML. ENV. ALUMINIO,LEVOFLOXACINO,LIOMONT,N,7501299307717,$511.06,Antibióticos
LT-102,EVOCS III TAB. 750 MG. CAJA C/7,LEVOFLOXACINO,LIOMONT,N,7501299330371,$663.71,Antibióticos
LT-102,EVOCS III TAB. 750 MG. CAJA C/7,LEVOFLOXACINO,LIOMONT,N,7501299330371,$663.71,Antibióticos
LT-102,EVOCS III TAB. 750 MG. CAJA C/7,LEVOFLOXACINO,LIOMONT,N,7501299330371,$663.71,Antibióticos
LT-103,EVOCS III TAB. 500 MG. CAJA C/7,LEVOFLOXACINO,LIOMONT,N,7501299307687,$574.34,Antibióticos
LT-104,SENSIBIT D JBE. PEDIATRICO CAJA C/FCO. C/120 ML.,FENILEFRINA-LORATADINA-PARACETAMOL,LIOMONT,N,7501299307915,$100.80,Combinados
LT-105,SENSIBIT SOL. PEDIATRICA CAJA C/FCO. C/30 ML.,LORATADINA,LIOMONT,N,7501299301364,$137.54,Antihistamínicos
LT-106,SENSIBIT D JARABE INF. CAJA C/FCO. C/60 ML.,LORATADINA-PARACETAMOL,LIOMONT,N,7501299307922,$102.37,Combinados
LT-107,DAFLOXEN TAB. 550 MG. CAJA C/12.,NAPROXENO SODICO,LIOMONT,N,7501299300787,$164.08,Analgésicos / AINEs
LT-108,LEVANTE PEDIATRICO SUSP. P/INHALACION 0.05 G./100 ML. CAJA C/FCO. C/NEBULIZADOR 60 DOSIS C/10 G.,MOMETASONA,LIOMONT,N,7703153030773,$449.23,
LT-109,MUCOFLUX SOL. CAJA C/FCO. C/120 ML.,AMBROXOL-SALBUTAMOL,LIOMONT,N,7501299301999,$262.86,Combinados
LT-110,FLEXAR TAB. 450/50 MG. CAJA C/30,DIOSMINA-HESPERIDINA,LIOMONT,N,7501299309797,$326.70,Combinados
LT-111,FOSFONAT TAB. 150 MG. CAJA C/1,ACIDO IBANDRONICO,LIOMONT,N,7501299330319,$807.41,
LT-112,SENSIBIT-RIN CAP. L.P. 30/5 MG. CAJA C/20,FENILEFRINA-LORATADINA,LIOMONT,N,7501299308684,$397.60,Combinados
LT-112,SENSIBIT-RIN CAP. L.P. 30/5 MG. CAJA C/20,FENILEFRINA-LORATADINA,LIOMONT,N,7501299308684,$397.60,Combinados
LT-113,THOREVA DUAL TAB. 40 MG. CAJA C/56,ATORVASTATINA,LIOMONT,N,7501299330142,$355.15,Hipolipemiantes
LT-114,SELTAFERON CAP. 75 MG. CAJA C/10,OSELTAMIVIR,LIOMONT,N,7501299307694,$377.10,Antivirales
LT-115,DAFLOXEN F TAB. 275/300 MG. CAJA C/16,NAPROXENO SODICO-PARACETAMOL,LIOMONT,N,7501299300909,$163.63,Combinados
LT-116,CICLOFERON CMA. 5.0% CAJA C/TUBO C/10 G.,ACICLOVIR,LIOMONT,N,7501299303030,$252.45,Antivirales
LT-117,ENJUAGUE BUCAL NEDENTO ENCIAS CAJA C/FCO. C/300 ML.,CLORHEXIDINA-VITAMINA B5-ALANTOINA-VITAMINA E-SACARINA SODICA,LIOMONT,Y,8414602714104,$356.06,Combinados
LT-117,ENJUAGUE BUCAL NEDENTO ENCIAS CAJA C/FCO. C/300 ML.,CLORHEXIDINA-VITAMINA B5-ALANTOINA-VITAMINA E-SACARINA SODICA,LIOMONT,Y,8414602714104,$356.06,Combinados
LT-118,CONTINENTAL TAB. 10 MG. CAJA C/20,SOLIFENACINA,LIOMONT,N,7501299308806,$617.12,
LT-119,SENSIDEX SOL. CAJA C/FCO. C/120 ML.,DESLORATADINA,LIOMONT,N,7501299308790,$278.88,Antihistamínicos
LT-120,EVEREST GRANULADO 4 MG. CAJA C/20 SOBRES,MONTELUKAST,LIOMONT,N,7501299345009,$433.22,
LT-121,EVEREST-M TAB. MASTICABLE 4 MG. CAJA C/10,MONTELUKAST,LIOMONT,N,7501299330210,$250.66,
LT-122,ZINOLOX4G TAB. 400 MG. CAJA C/7,MOXIFLOXACINO,LIOMONT,N,7501299330357,$621.60,
LT-122,ZINOLOX4G TAB. 400 MG. CAJA C/7,MOXIFLOXACINO,LIOMONT,N,7501299330357,$621.60,
LT-122,ZINOLOX4G TAB. 400 MG. CAJA C/7,MOXIFLOXACINO,LIOMONT,N,7501299330357,$621.60,
LT-123,THOREVA TAB. 20MG CAJA  C/30,ATORVASTATINA,LIOMONT,N,7501299310533,$255.02,Hipolipemiantes
LT-15,ESPASMOTEX TAB. 10/250 MG. CAJA C/25,BUTILHIOSCINA-METAMIZOL,LIOMONT,N,7501299300206,$135.97,Combinados
LT-15,ESPASMOTEX TAB. 10/250 MG. CAJA C/25,BUTILHIOSCINA-METAMIZOL,LIOMONT,N,7501299300206,$135.97,Combinados
LT-16,TUSIGEN NF JBE. INF. 150/113 MG. CAJA C/FCO. C/150 ML.,AMBROXOL-DEXTROMETORFANO,LIOMONT,N,7501299307830,$78.85,Combinados
LT-17,TUSIGEN NF JBE. ADTO. 225/225 MG. CAJA C/FCO. C/150 ML.,AMBROXOL-DEXTROMETORFANO,LIOMONT,N,7501299307847,$78.85,Combinados
LT-19,FLAGENASE TAB. 250 MG. CAJA C/20,METRONIDAZOL,LIOMONT,N,7501299300244,$50.18,Antiparasitarios
LT-20,FLAGENASE TAB. 500 MG. CAJA C/30,METRONIDAZOL,LIOMONT,N,7501299300251,$100.69,Antiparasitarios
LT-21,FLAGENASE SUSP. 125 MG. FCO. C/120 ML.,METRONIDAZOL,LIOMONT,N,7501299301104,$66.53,Antiparasitarios
LT-22,FLAGENASE SUSP. 250 MG. FCO. C/120 ML.,METRONIDAZOL,LIOMONT,N,7501299301111,$127.46,Antiparasitarios
LT-23,CANDIFLUX SHAMPOO DE HIGIENE INTIMA USO DIARIO CAJA C/FCO. C/250 ML.,"AGUA, LAURTEH -7 CITRATO, COCOIL ISOETINOATO DE SODIO, COCAMIDOPROPIL BETAINA, LAUROANFOACETATO DE SODIO, METIL COCOIL TAURATO DE SODIO, CLORURO DE SODIO,",LIOMONT,Y,7501299309148,$58.76,Combinados
LT-23,CANDIFLUX SHAMPOO DE HIGIENE INTIMA USO DIARIO CAJA C/FCO. C/250 ML.,"AGUA, LAURTEH -7 CITRATO, COCOIL ISOETINOATO DE SODIO, COCAMIDOPROPIL BETAINA, LAUROANFOACETATO DE SODIO, METIL COCOIL TAURATO DE SODIO, CLORURO DE SODIO,",LIOMONT,Y,7501299309148,$58.76,Combinados
LT-24,CANDIFLUX SHAMPOO DE HIGIENE INTIMA ANTIBACTERIAL CAJA C/FCO. C/250 ML.,"AGUA, LAURETH-7 CITRATO, COCOIL ISOETINOATO DE SODIO, COCOAMIDOPROPIL BETAINA, LAUROANFOACETATO DE SODIO, METIL COCOIL TAURATO DE SODIO, CLORURO DE SODIO,",LIOMONT,Y,7501299309124,$58.76,Combinados
LT-25,CANDIFLUX SHAMPOO DE HIGIENE SUAVE NIÑAS CAJA C/FCO. C/250 ML.,"AGUA, COCAMIDOPROPIL BETAINA, LAURETH-7 CITRATO, COCOLI ISOETIONATO DE SODIO, FENOXIETANOL, LAUROANFOACETATO DE SODIO, LAURETH-2, PEGPPG-12010 TRIMETILO",LIOMONT,Y,7501299309131,$58.76,Combinados
LT-27,LOCOID CMA. 1% CAJA C/TUBO C/15 G.,HIDROCORTISONA,LIOMONT,N,7501299303184,$144.03,Corticoesteroides
LT-27,LOCOID CMA. 1% CAJA C/TUBO C/15 G.,HIDROCORTISONA,LIOMONT,N,7501299303184,$144.03,Corticoesteroides
LT-28,LOCOID CMA. 1% CAJA C/TUBO C/30 G.,HIDROCORTISONA,LIOMONT,N,7501299303542,$272.16,Corticoesteroides
LT-34,CICLOFERON 400 TAB. 400 MG. CAJA C/FCO. C/35,ACICLOVIR,LIOMONT,N,7501299300794,$888.27,Antivirales
LT-35,CICLOFERON INY. 250 MG. CAJA C/5 FCOS. AMP. C/LIOFILIZADO,ACICLOVIR,LIOMONT,N,7501299303399,"$1,001.73",Antivirales
LT-36,CICLOFERON SUSP. CAJA C/FCO. C/60 ML.,ACICLOVIR,LIOMONT,N,7501299301395,$247.63,Antivirales
LT-36,CICLOFERON SUSP. CAJA C/FCO. C/60 ML.,ACICLOVIR,LIOMONT,N,7501299301395,$247.63,Antivirales
LT-37,CICLOFERON SUSP. CAJA C/FCO. C/125 ML.,ACICLOVIR,LIOMONT,N,7501299301234,$377.33,Antivirales
LT-40,CONAZOL CMA. 2% CAJA C/TUBO C/40 G.,KETOCONAZOL,LIOMONT,N,7501299303061,$115.47,Antifúngicos
LT-41,CONAZOL TAB. 200 MG. CAJA C/10,KETOCONAZOL,LIOMONT,N,7501299300145,$219.07,Antifúngicos
LT-42,ASA 100 TAB. L.P. 100 MG. CAJA C/30,ACIDO ACETILSALICILICO,LIOMONT,N,7501299308097,$55.44,Analgésicos / AINEs
LT-45,DAFLOXEN SUSP. CAJA C/FCO. C/100 ML.,NAPROXENO,LIOMONT,N,7501299301067,$73.02,Analgésicos / AINEs
LT-49,ECTAPRIM SUSP. PEDIATRICO 40/200 MG. CAJA C/FCO. C/120 ML.,TRIMETOPRIMA-SULFAMETOXAZOL,LIOMONT,N,7501299301074,$144.03,Combinados
LT-49,ECTAPRIM SUSP. PEDIATRICO 40/200 MG. CAJA C/FCO. C/120 ML.,TRIMETOPRIMA-SULFAMETOXAZOL,LIOMONT,N,7501299301074,$144.03,Combinados
LT-50,ECTAPRIM TAB. 80/400 MG. CAJA C/30,TRIMETOPRIMA-SULFAMETOXAZOL,LIOMONT,N,7501299306321,$153.44,Combinados
LT-51,ECTAPRIM F TAB. 160/800 MG. CAJA C/14,TRIMETOPRIMA-SULFAMETOXAZOL,LIOMONT,N,7501299300763,$183.23,Combinados
LT-53,DAFLOXEN TAB. 275 MG. CAJA C/20,NAPROXENO SODICO,LIOMONT,N,7501299305966,$112.00,Analgésicos / AINEs
LT-55,L-OMBRIX TAB. 500 MG. CAJA C/1,MEBENDAZOL,LIOMONT,N,7501299303511,$72.69,Antiparasitarios
LT-56,L-OMBRIX SUSP. INF. CAJA C/FCO. C/30 ML.,MEBENDAZOL,LIOMONT,N,7501299302934,$76.94,Antiparasitarios
LT-59,CEFTRIANOL INY. 1 G. I.V. CAJA C/FCO. AMP. C/PVO. Y AMP. C/10 ML.,CEFTRIAXONA,LIOMONT,N,7501299302187,$211.01,Antibióticos
LT-60,CANDIFLUX CAP. 150 MG. CAJA C/1,FLUCONAZOL,LIOMONT,N,7501299301975,$107.07,Antifúngicos
LT-60,CANDIFLUX CAP. 150 MG. CAJA C/1,FLUCONAZOL,LIOMONT,N,7501299301975,$107.07,Antifúngicos
LT-61,CICLOFERON CMA. COLOR PIEL CAJA C/TUBO C/2 G.,ACICLOVIR,LIOMONT,N,7501299303085,$55.44,Antivirales
LT-62,CICLOFERON CMA. CAJA C/TUBO C/2 G.,ACICLOVIR,LIOMONT,N,7501299303047,$50.40,Antivirales
LT-63,FLAGENASE 400 CAP. 400/200 MG. CAJA C/30,METRONIDAZOL-DIYODOHIDROXIQUINOLEINA,LIOMONT,N,7501299300275,$161.17,Antiparasitarios
LT-64,FLAGENASE 400 PEDIATRICO SUSP. PED. 2.5/2 G. CAJA C/FCO. C/120 ML.,METRONIDAZOL-DIYODOHIDROXIQUINOLEINA,LIOMONT,N,7501299301128,$175.62,Antiparasitarios
LT-64,FLAGENASE 400 PEDIATRICO SUSP. PED. 2.5/2 G. CAJA C/FCO. C/120 ML.,METRONIDAZOL-DIYODOHIDROXIQUINOLEINA,LIOMONT,N,7501299301128,$175.62,Antiparasitarios
LT-64,FLAGENASE 400 PEDIATRICO SUSP. PED. 2.5/2 G. CAJA C/FCO. C/120 ML.,METRONIDAZOL-DIYODOHIDROXIQUINOLEINA,LIOMONT,N,7501299301128,$175.62,Antiparasitarios
LT-65,ANALGEN GEL CAJA C/TUBO C/30 G.,NAPROXENO,LIOMONT,N,7501299309605,$66.53,Analgésicos / AINEs
LT-66,ANALGEN NF GEL CAJA CAJA C/TUBO C/30 G.,NAPROXENO-LIDOCAINA,LIOMONT,N,7501299309469,$71.46,Combinados
LT-67,ANALGEN FORTE COLICOS TAB. 220/300 MG. CAJA C/12,NAPROXENO SODICO-PARACETAMOL,LIOMONT,N,7501299309629,$76.27,Combinados
LT-68,ANALGEN FORTE TAB. 220/300 MG. CAJA C/12,NAPROXENO SODICO-PARACETAMOL,LIOMONT,N,7501299309612,$72.69,Combinados
LT-69,CONAZOL CMA. CAJA C/TUBO C/30 G.,KETOCONAZOL,LIOMONT,N,7501299303078,$62.05,Antifúngicos
LT-70,CONAZOL SPRAY AEROSOL ENVASE C/85 G.,KETOCONAZOL,LIOMONT,N,7501299306253,$100.35,Antifúngicos
LT-71,CONAZOL SPRAY AEROSOL ENVASE C/160 G.,KETOCONAZOL,LIOMONT,N,7501299304525,$128.69,Antifúngicos
LT-72,MYCELVAN CMA. CAJA C/TUBO C/30 G.,TERBINAFINA,LIOMONT,N,7501299355015,$65.30,
LT-72,MYCELVAN CMA. CAJA C/TUBO C/30 G.,TERBINAFINA,LIOMONT,N,7501299355015,$65.30,
LT-75,GO TAB. 100 MG. CAJA C/1 (SILDENAFIL),SILDENAFIL,LIOMONT,N,7501299330203,$60.82,
LT-76,GO TAB. 50 MG. CAJA C/1 (SILDENAFIL),SILDENAFIL,LIOMONT,N,7501299330180,$48.61,
LT-77,DAFLOXEN F SUPOS. 100/200 MG. CAJA C/5,NAPROXENO SODICO-PARACETAMOL,LIOMONT,N,7501299301968,$92.96,Combinados
LT-78,SENSIBIT D NF TAB. CAJA C/12,LORATADINA-FENILEFRINA-PARACETAMOL,LIOMONT,N,7501299307236,$51.07,Combinados
LT-78,SENSIBIT D NF TAB. CAJA C/12,LORATADINA-FENILEFRINA-PARACETAMOL,LIOMONT,N,7501299307236,$51.07,Combinados
LT-80,TUSIGEN NF TAB. 22.50/22.50 MG. CAJA C/20,AMBROXOL-DEXTROMETORFANO,LIOMONT,N,7501299309278,$84.11,Combinados
LT-81,LEVANTE SUSP. P/INHALACION ADULTO 0.05 G./100 ML. CAJA C/FCO. NEBULIZADOR C/18 G. 140 DOSIS,MOMETASONA,LIOMONT,N,7703153030735,$546.78,
LT-82,ANALGEN FEM TAB. CAJA C/12,NAPROXENO-PARACETAMOL-PAMABROM,LIOMONT,N,7501299308851,$78.62,Combinados
LT-83,FACIDEX TOTAL TAB. MAST. 20 MG. CAJA C/20 FRUTAS TROPICALES,FAMOTIDINA-MAGNESIO-CALCIO,LIOMONT,N,7501299307403,$68.32,Combinados
LT-84,FACIDEX TOTAL TAB. MAST. 20 MG. CAJA C/30 FRUTAS TROPICALES,FAMOTIDINA-MAGNESIO-CALCIO,LIOMONT,N,7501299307434,$85.12,Combinados
LT-85,CICLOFERON XTRM CMA. 0.05 G. 0.02G. CAJA C/TUBO C/2 G.,ACICLOVIR-LIDOCAINA,LIOMONT,N,7501299355039,$71.12,Antivirales
LT-85,CICLOFERON XTRM CMA. 0.05 G. 0.02G. CAJA C/TUBO C/2 G.,ACICLOVIR-LIDOCAINA,LIOMONT,N,7501299355039,$71.12,Antivirales
LT-86,CICLOFERON XTRM CMA. COLOR PIEL 0.05 G. 0.02G. CAJA C/TUBO C/5 G.,ACICLOVIR-LIDOCAINA,LIOMONT,N,7501299355060,$77.62,Antivirales
LT-86,CICLOFERON XTRM CMA. COLOR PIEL 0.05 G. 0.02G. CAJA C/TUBO C/5 G.,ACICLOVIR-LIDOCAINA,LIOMONT,N,7501299355060,$77.62,Antivirales
LT-87,CICLOFERON SOL. SPRAY CAJA C/FCO. ATOMIZADOR C/50 ML.,ACICLOVIR,LIOMONT,N,7501299301449,$501.65,Antivirales
LT-88,CICLOFERON XTRM SOL. SPRAY CAJA C/FCO. ATOMIZADOR C/50 ML.,ACICLOVIR-LIDOCAINA,LIOMONT,N,7501299338018,$521.92,Antivirales
LT-89,TRONIUM 40 CAP. L.R. 40 MG. CAJA C/14,ESOMEPRAZOL,LIOMONT,N,7501299309780,$460.77,Gastrointestinal
LT-91,MACROZIT TAB. 500 MG. CAJA C/3,AZITROMICINA,LIOMONT,N,7501299306765,$277.76,Antibióticos
